번호,candidate_id,canonical_id,한국어명,영문명,category,subcategory,area,address,현재설명여부,최종상태,HOLD이유,source,source_url,후속해결방법
64,gyeongju-GJ01-0070,gyeongju-GJ01-0070,경주 주상절리 전망대,,attraction,,동해권,경상북도 경주시 양남면 동해안로 498-13,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
65,gyeongju-GJ01-0071,gyeongju-GJ01-0071,골굴사,,attraction,,동해권,경상북도 경주시 문무대왕면 기림로 105-5,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
66,gyeongju-GJ01-0072,gyeongju-GJ01-0072,관성솔밭해변,,attraction,,동해권,경상북도 경주시 양남면 양남로 68-24,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
67,gyeongju-GJ01-0073,gyeongju-GJ01-0073,기림사,,attraction,,동해권,경상북도 경주시 문무대왕면 기림로 437-17,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
68,gyeongju-GJ01-0074,gyeongju-GJ01-0074,나정고운모래해변,,attraction,,동해권,경상북도 경주시 감포읍 동해안로 1915,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
69,gyeongju-GJ01-0075,gyeongju-GJ01-0075,문무대왕릉,,attraction,,동해권,경상북도 경주시 문무대왕면 봉길리 26,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,"gyeongju.go.kr/tour (travel-info title match, description unavailable)",https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2689,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
70,gyeongju-GJ01-0077,gyeongju-GJ01-0077,봉길대왕암해변,,attraction,,동해권,경상북도 경주시 문무대왕면 봉길해안길,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
71,gyeongju-GJ01-0079,gyeongju-GJ01-0079,오류고아라해변,,attraction,,동해권,경상북도 경주시 감포읍 오류리 277-8,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
72,gyeongju-GJ01-0080,gyeongju-GJ01-0080,오류캠핑장,,attraction,,동해권,경상북도 경주시 감포읍 감포로 382-7,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
73,gyeongju-GJ01-0082,gyeongju-GJ01-0082,"전촌 용굴(사룡굴, 단용굴)",,attraction,,동해권,경상북도 경주시 감포읍 장진길 39,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
74,gyeongju-GJ01-0083,gyeongju-GJ01-0083,전촌솔밭해변,,attraction,,동해권,경상북도 경주시 감포읍 동해안로 2002-3,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
75,gyeongju-GJ01-0084,gyeongju-GJ01-0084,전촌항,,attraction,,동해권,경상북도 경주시 감포읍 전촌리 1245-11,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
76,gyeongju-GJ01-0085,gyeongju-GJ01-0085,전통명주 전시관,,attraction,,동해권,"경상북도 경주시 문무대왕면 명주길 154, 전통명주전시관",False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
77,gyeongju-GJ01-0086,gyeongju-GJ01-0086,코라드 청정누리공원,,attraction,,동해권,경상북도 경주시 문무대왕면 동해안로 1249,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
78,gyeongju-GJ01-0088,gyeongju-GJ01-0088,경주 동궁원,,attraction,,보문관광단지권,경상북도 경주시 보문로 74-14,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
79,gyeongju-GJ01-0089,gyeongju-GJ01-0089,경주 명활성,,attraction,,보문관광단지권,경상북도 경주시 천군동 산 334,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
80,gyeongju-GJ01-0091,gyeongju-GJ01-0091,경주 엑스포대공원,,attraction,,보문관광단지권,경상북도 경주시 경감로 614 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
81,gyeongju-GJ01-0092,gyeongju-GJ01-0092,경주생활체육공원,,attraction,,보문관광단지권,경상북도 경주시 손곡동 519-1번지,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
82,gyeongju-GJ01-0093,gyeongju-GJ01-0093,경주세계자동차박물관,,attraction,,보문관광단지권,경상북도 경주시 보문로 132-22 (북군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
83,gyeongju-GJ01-0094,gyeongju-GJ01-0094,경주월드,,attraction,,보문관광단지권,"경상북도 경주시 보문로 544, 경주월드 (천군동)",False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
84,gyeongju-GJ01-0095,gyeongju-GJ01-0095,경주타워,,attraction,,보문관광단지권,경상북도 경주시 경감로 614 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
85,gyeongju-GJ01-0097,gyeongju-GJ01-0097,동대봉산 무장봉(억새군락지),,attraction,,보문관광단지권,경상북도 경주시 보덕로 478-1 (암곡동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
86,gyeongju-GJ01-0098,gyeongju-GJ01-0098,물너울교와 물너울공원,,attraction,,보문관광단지권,경상북도 경주시 북군동 236-17,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
87,gyeongju-GJ01-0099,gyeongju-GJ01-0099,보문 물레방아 광장,,attraction,,보문관광단지권,경상북도 경주시 보문로 280-34 (북군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
88,gyeongju-GJ01-0100,gyeongju-GJ01-0100,보문관광단지,,attraction,,보문관광단지권,경상북도 경주시 신평동 375,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
89,gyeongju-GJ01-0101,gyeongju-GJ01-0101,보문정,,attraction,,보문관광단지권,경상북도 경주시 신평동 150-1,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
90,gyeongju-GJ01-0103,gyeongju-GJ01-0103,보문호반길,,attraction,,보문관광단지권,경상북도 경주시 신평동 719-203,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,"gyeongju.go.kr/tour (travel-info title match, description unavailable)",https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2689,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
91,gyeongju-GJ01-0105,gyeongju-GJ01-0105,뽀로로 아쿠아빌리지,,attraction,,보문관광단지권,경상북도 경주시 보문로 182-27 (북군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
92,gyeongju-GJ01-0106,gyeongju-GJ01-0106,소노벨 경주 오션플레이,,attraction,,보문관광단지권,경상북도 경주시 보문로 402-12 대명리조트 경주,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
93,gyeongju-GJ01-0107,gyeongju-GJ01-0107,솔거미술관,,attraction,,보문관광단지권,경상북도 경주시 경감로 614,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
94,gyeongju-GJ01-0109,gyeongju-GJ01-0109,애니멀테마파크 주렁주렁,,attraction,,보문관광단지권,경상북도 경주시 엑스포로 80 (천군동 157-3),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
95,gyeongju-GJ01-0110,gyeongju-GJ01-0110,우양미술관,,attraction,,보문관광단지권,경상북도 경주시 보문로 484-7 (신평동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
96,gyeongju-GJ01-0114,gyeongju-GJ01-0114,진평왕릉,,attraction,,보문관광단지권,경상북도 경주시 보문동 608,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
97,gyeongju-GJ01-0116,gyeongju-GJ01-0116,캘리포니아비치,,attraction,,보문관광단지권,경상북도 경주시 보문로 544 (천군동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
98,gyeongju-GJ01-0117,gyeongju-GJ01-0117,키덜트 뮤지엄,,attraction,,보문관광단지권,경상북도 경주시 보문로 132-16번지 콜로세움,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
99,gyeongju-GJ01-0119,gyeongju-GJ01-0119,한국대중음악박물관,,attraction,,보문관광단지권,경상북도 경주시 엑스포로 9,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,"gyeongju.go.kr/tour (travel-info title match, description unavailable)",https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2689,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
100,gyeongju-GJ01-0120,gyeongju-GJ01-0120,경주 원성왕릉(괘릉),,attraction,,불국사권,경상북도 경주시 외동읍 괘릉리 산 17,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
101,gyeongju-GJ01-0121,gyeongju-GJ01-0121,경주 풍력발전(바람의언덕),,attraction,,불국사권,경상북도 경주시 문무대왕면 불국로 1056-185,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
102,gyeongju-GJ01-0123,gyeongju-GJ01-0123,동리목월문학관,,attraction,,불국사권,경상북도 경주시 불국로 406-3 (진현동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,"gyeongju.go.kr/tour (travel-info title match, description unavailable)",https://www.gyeongju.go.kr/tour/page.do?mnu_uid=2689,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
103,gyeongju-GJ01-0124,gyeongju-GJ01-0124,민속공예촌,,attraction,,불국사권,경상북도 경주시 보불로 230 (하동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
104,gyeongju-GJ01-0125,gyeongju-GJ01-0125,불국사,,attraction,,불국사권,경상북도 경주시 진현동 산15,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
105,gyeongju-GJ01-0126,gyeongju-GJ01-0126,불국사 박물관,,attraction,,불국사권,경상북도 경주시 불국로 385,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
106,gyeongju-GJ01-0127,gyeongju-GJ01-0127,석굴암,,attraction,,불국사권,경상북도 경주시 불국로 873-243 (진현동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
107,gyeongju-GJ01-0128,gyeongju-GJ01-0128,신라역사과학관,,attraction,,불국사권,"경상북도 경주시 하동공예촌길 33, 신라역사과학관 (하동)",False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
108,gyeongju-GJ01-0130,gyeongju-GJ01-0130,추억의 달동네,,attraction,,불국사권,경상북도 경주시 보불로 216-8 (하동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
109,gyeongju-GJ01-0131,gyeongju-GJ01-0131,토함산,,attraction,,불국사권,경상북도 경주시 진현동 973-8,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
110,gyeongju-GJ01-0132,gyeongju-GJ01-0132,건천 편백나무숲,,attraction,,서악북부권,경상북도 경주시 건천읍 송선리 535-2번지(400m),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
111,gyeongju-GJ01-0134,gyeongju-GJ01-0134,구미산,,attraction,,서악북부권,경상북도 경주시 현곡면 상구리 산 81,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
112,gyeongju-GJ01-0135,gyeongju-GJ01-0135,김유신장군묘,,attraction,,서악북부권,경상북도 경주시 충효동 산 7-1,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
113,gyeongju-GJ01-0136,gyeongju-GJ01-0136,누군가의책방,,attraction,,서악북부권,경상북도 경주시 서악2길 32-16,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
114,gyeongju-GJ01-0137,gyeongju-GJ01-0137,도리마을 은행나무숲,,attraction,,서악북부권,경상북도 경주시 서면 도리(도리1리),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
115,gyeongju-GJ01-0138,gyeongju-GJ01-0138,독락당,,attraction,,서악북부권,경상북도 경주시 안강읍 옥산서원길 300-3,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
116,gyeongju-GJ01-0140,gyeongju-GJ01-0140,무열왕릉,,attraction,,서악북부권,경상북도 경주시 서악동 842,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
117,gyeongju-GJ01-0141,gyeongju-GJ01-0141,박목월 생가,,attraction,,서악북부권,경상북도 경주시 건천읍 행정길 61,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
118,gyeongju-GJ01-0142,gyeongju-GJ01-0142,산내 동창천,,attraction,,서악북부권,경상북도 경주시 산내면 내일리 1782-1,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
119,gyeongju-GJ01-0144,gyeongju-GJ01-0144,서악서원,,attraction,,서악북부권,경상북도 경주시 서악2길 23 (서악동),False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
120,gyeongju-GJ01-0145,gyeongju-GJ01-0145,선도산,,attraction,,서악북부권,경상북도 경주시 효현동 산 75-2,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
121,gyeongju-GJ01-0146,gyeongju-GJ01-0146,송화산(옥녀봉),,attraction,,서악북부권,경상북도 경주시 충효동 1-3,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
122,gyeongju-GJ01-0147,gyeongju-GJ01-0147,양동마을,,attraction,,서악북부권,경상북도 경주시 강동면 양동마을길 138-18,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
123,gyeongju-GJ01-0148,gyeongju-GJ01-0148,오봉산,,attraction,,서악북부권,경상북도 경주시 서면 천촌리 산 56,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
124,gyeongju-GJ01-0149,gyeongju-GJ01-0149,옥산서원,,attraction,,서악북부권,경상북도 경주시 안강읍 옥산서원길 216-27,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
125,gyeongju-GJ01-0150,gyeongju-GJ01-0150,용담정,,attraction,,서악북부권,경상북도 경주시 현곡면 가정리 산 63-1,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
126,gyeongju-GJ01-0152,gyeongju-GJ01-0152,최제우 생가,,attraction,,서악북부권,경상북도 경주시 현곡면 가정리 314,False,HOLD_SOURCE_ACCESS,gyeongju.go.kr/tour attraction LISTING pages verified as JavaScript-rendered: mnu=2266 (권역별관광지)=navigation_landing_no_it,gyeongju.go.kr/tour (target source — listing JS-rendered),,gyeongju.go.kr/tour browser-rendered listing crosswalk OR manual con_uid table required
