번호,candidate_id,canonical_id,한국어명,영문명,category,subcategory,district,address,현재이미지,최종상태,HOLD이유,source,source_url,후속해결방법
73,busan-K-00265,busan-K-00265,캔버스,,accommodation,,해운대구,부산광역시 해운대구 해운대해변로197번길 13,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
74,busan-K-00266,busan-K-00266,The Park Guest House,,accommodation,,수영구,부산광역시 수영구 광남로 151,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
75,busan-K-00267,busan-K-00267,그랜드애플,,restaurant,,해운대구,부산광역시 해운대구 센텀1로 25,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
76,busan-K-00280,busan-K-00280,캔버스 블랙,,accommodation,,해운대구,부산광역시 해운대구 해운대해변로197번길 14,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
77,busan-K-00281,busan-K-00281,수변최고돼지국밥 민락본점,,restaurant,,수영구,부산광역시 수영구 광안해변로370번길 9-32,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
78,busan-K-00289,busan-K-00289,브로시스 호텔,,accommodation,,중구,부산광역시 중구 구덕로48번길 4,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
79,busan-K-00290,busan-K-00290,JSTAY,,accommodation,,수영구,부산광역시 수영구 남천바다로 31-1,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
80,busan-K-00291,busan-K-00291,더웨이브,,accommodation,,수영구,부산광역시 수영구 민락수변로 9,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
81,busan-K-00292,busan-K-00292,옐로우라이트하우스,,accommodation,,수영구,부산광역시 수영구 광안해변로370번길 9-32,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
82,busan-K-00321,busan-K-00321,임랑카라반파크,,nature,,기장군,부산광역시 기장군 일광면 일광로 763,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
83,busan-K-00322,busan-K-00322,명지시장,,attraction,,강서구,부산광역시 강서구 신포길 13-10 (명지동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
84,busan-K-00327,busan-K-00327,대저할매국수,,restaurant,,강서구,부산광역시 강서구 대저중앙로 337,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
85,busan-K-00354,busan-K-00354,칠암일번지횟집,,restaurant,,기장군,부산광역시 기장군 일광면 문오성길 547,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
86,busan-K-00362,busan-K-00362,가야포차선지국,,restaurant,,기장군,부산광역시 기장군 정관읍 정관8로 28,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
87,busan-K-00420,busan-K-00420,깃발집 국수전골,,restaurant,,동래구,부산광역시 동래구 온천장로107번길 10,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
88,busan-K-00430,busan-K-00430,대복성,,restaurant,,수영구,부산광역시 수영구 수미로13번길 11,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
89,busan-K-00431,busan-K-00431,카페썬번,,restaurant,,동래구,부산광역시 동래구 명안로17번길 80,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
90,busan-K-00432,busan-K-00432,송정해녀집,,restaurant,,기장군,부산광역시 기장군 공수해안길 57-2,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
91,busan-K-00434,busan-K-00434,만서리 이가네 막국수,,restaurant,,금정구,부산광역시 금정구 식물원로 27,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
92,busan-K-00438,busan-K-00438,남천녹차팥빙수,,restaurant,,수영구,부산광역시 수영구 수영로394번길 28,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
93,busan-K-00469,busan-K-00469,연어바치,,restaurant,,남구,부산광역시 남구 용소로21번길 71,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
94,busan-K-00543,busan-K-00543,리버사이드,,restaurant,,기장군,부산광역시 기장군 일광로 582-44,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
95,busan-K-00565,busan-K-00565,부센동,,restaurant,,수영구,"부산광역시 수영구 수영로588번길 7 (광안동, 광안 협성엠파이어Ⅱ)",False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
96,busan-K-00566,busan-K-00566,몽작,,restaurant,,영도구,부산광역시 영도구 남항서로 36,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
97,busan-K-00678,busan-K-00678,UN조각공원,UN Sculpture Park (UN조각공원),attraction,,남구,부산광역시 남구 대연동,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
98,busan-K-00685,busan-K-00685,플루니티,,attraction,,영도구,부산광역시 영도구 번영길 8,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
99,busan-K-00704,busan-K-00704,브라운도트 호텔 서면역점 비즈니스,,accommodation,,부산진구,부산광역시 부산진구 가야대로756번길 16 (부전동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
100,busan-K-00720,busan-K-00720,고래서이뻐,,attraction,,해운대구,부산광역시 해운대구 우동1로38번길 15-1 (우동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201001001000&uc_seq=2581&lang_cd=ko,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
101,busan-K-00741,busan-K-00741,아스티호텔 부산,,accommodation,,동구,부산광역시 동구 중앙대로214번길 7-8 (초량동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
102,busan-K-00742,busan-K-00742,아난티 앳 부산 빌라쥬,,accommodation,,기장군,부산광역시 기장군 기장읍 기장해안로 267-7,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
103,busan-K-00743,busan-K-00743,덴바스타호텔 동래점,,accommodation,,동래구,부산광역시 동래구 명륜로112번가길 28 (명륜동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
104,busan-K-00744,busan-K-00744,호텔 더반,,accommodation,,사상구,부산광역시 사상구 사상로224번길 10 (괘법동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
105,busan-K-00745,busan-K-00745,호텔 야오,,accommodation,,사하구,부산광역시 사하구 낙동남로1389번길 18 (하단동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
106,busan-K-00746,busan-K-00746,그랩 디 오션 송도,,accommodation,,서구,부산광역시 서구 송도해변로 97 (암남동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
107,busan-K-00747,busan-K-00747,넘버25 호텔 기장 연화리점,,accommodation,,기장군,부산광역시 기장군 기장읍 연화길 64,False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
108,busan-K-00748,busan-K-00748,본호텔,,accommodation,,북구,부산광역시 북구 낙동대로 1746-8 (구포동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
109,busan-K-00749,busan-K-00749,브라운도트 호텔 사상르네시떼,,accommodation,,사상구,부산광역시 사상구 새벽로223번길 83 (괘법동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
110,busan-K-00750,busan-K-00750,시타딘커넥트호텔 하리 부산,,accommodation,,영도구,부산광역시 영도구 동삼오션로 58 (동삼동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
111,busan-K-00751,busan-K-00751,힐스테이호텔,,accommodation,,북구,부산광역시 북구 만덕고개길 83 (만덕동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
112,busan-K-00752,busan-K-00752,주식회사감천아울,,attraction,,사하구,"부산광역시 사하구 옥천로75번안길 10 (감천동, 제일아파트)",False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
113,busan-K-00753,busan-K-00753,주식회사아래모래,,attraction,,사하구,부산광역시 사하구 감내2로 100 (감천동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
114,busan-K-00754,busan-K-00754,주식회사어반힐링,,attraction,,사하구,부산광역시 사하구 낙동대로 534 (하단동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
115,busan-K-00755,busan-K-00755,주식회사뷰티홀릭,,attraction,,수영구,"부산광역시 수영구 광안로7번길 17 (광안동, 세종 엠스테이3차)",False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
116,busan-K-00756,busan-K-00756,주식회사피알아이피,,attraction,,수영구,부산광역시 수영구 수영로 409 (남천동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
117,busan-K-00760,busan-K-00760,송정담다펜션,,accommodation,,해운대구,부산광역시 해운대구 송정중앙로6번길 126 (송정동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
118,busan-K-00761,busan-K-00761,호두스테이,,accommodation,,수영구,부산광역시 수영구 수영로594번길 7 (광안동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
119,busan-K-00762,busan-K-00762,단아,,accommodation,,부산진구,부산광역시 부산진구 전포대로132번길 7 (전포동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
120,busan-K-00763,busan-K-00763,민락스테이,,accommodation,,수영구,부산광역시 수영구 민락본동로 28 (민락동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
121,busan-K-00764,busan-K-00764,누스테이 부산,,accommodation,,수영구,부산광역시 수영구 수영로 722-1 (광안동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
122,busan-K-00765,busan-K-00765,트래블라이트,,accommodation,,부산진구,부산광역시 부산진구 서면로68번길 52 (부전동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
123,busan-K-00767,busan-K-00767,베를리너 하우스,,accommodation,,부산진구,부산광역시 부산진구 전포대로224번길 26 (전포동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
124,busan-K-00768,busan-K-00768,샌드스테이,,accommodation,,수영구,"부산광역시 수영구 광안해변로279번길 29 (민락동, 유정)",False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
125,busan-K-00769,busan-K-00769,읽다부산,,accommodation,,부산진구,부산광역시 부산진구 전포대로209번길 43 (전포동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
126,busan-K-00770,busan-K-00770,청킹멘션부산,,accommodation,,부산진구,부산광역시 부산진구 서전로58번길 15-3 (전포동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
127,busan-K-00771,busan-K-00771,행운인생,,accommodation,,남구,부산광역시 남구 고동골로 40 (문현동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
128,busan-K-00772,busan-K-00772,이스턴룸,,accommodation,,해운대구,부산광역시 해운대구 달맞이길117번라길 100 (중동),False,HOLD_BROWSER_ENV_REQUIRED,VisitBusan listing pages are JavaScript-rendered (HTTP returns nav shell). VisitBusan detail pages are HTTP_HTML_ACCESSI,VisitBusan (visitbusan.net),,VisitBusan browser-rendered listing crosswalk required (Playwright/Selenium)
