candidate_id,image_url,image_source_domain,image_source_type,source_page_url,license_evidence_url,license_checked_at,copyright_holder,license_type,license_verification,commercial_use,modification_use,attribution_required,required_attribution_text,operational_image_decision,evidence_level,decision_reason
busan-F-00070,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=929&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00071,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=933&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00072,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=936&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00073,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=942&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00074,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417155301384_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=944&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00075,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=949&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00076,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418102343022_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=950&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00077,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=953&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00078,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=958&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00079,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=959&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00080,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_ttiel,www.visitbusan.net,editorial_tourism,,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00081,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417173451717_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=961&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00082,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=963&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00083,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=964&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00084,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418091306849_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=965&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00085,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=966&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00086,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=969&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00087,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=974&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00088,https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1065&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00089,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515142651174_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1092&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00090,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1094&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00091,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1099&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00092,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1100&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00093,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1104&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00094,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1106&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00095,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1107&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00096,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1108&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00097,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1110&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00098,https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1111&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00099,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1117&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00100,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1118&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00101,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1121&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00102,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1132&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00103,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_ttiel,www.visitbusan.net,editorial_tourism,,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00104,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152113856_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1135&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00105,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913152733413_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1136&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00106,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110909568_ttiel,www.visitbusan.net,editorial_tourism,,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00107,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913153737388_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1138&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00108,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510145207922_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1219&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00109,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510161651267_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1221&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00110,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510170244967_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1222&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00111,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510173949671_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1223&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00112,https://www.visitbusan.net/uploadImgs/files/cntnts/20220510180602206_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1225&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00113,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511104527053_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1226&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00114,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602160354975_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1227&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00115,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511111431528_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1228&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00116,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419095246698_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1229&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00117,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113221248_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1230&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00118,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511113442878_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1231&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00119,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511115114884_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1232&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00120,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511131104127_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1236&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00121,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419104310358_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1237&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00122,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511132220417_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1238&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00123,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608133922872_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1239&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00124,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511133523476_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1241&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
busan-F-00125,https://www.visitbusan.net/uploadImgs/files/cntnts/20220511134126759_ttiel,www.visitbusan.net,editorial_tourism,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1242&lang_cd=ko,,2026-07-25,"VisitBusan / 부산광역시 (도메인 추정, 미확인)",unknown,unverified,unknown,unknown,unknown,,review_required,domain_inferred,"VB 도메인 기반 분류. image_source 미기록, image_license 미기록. 공식 이용약관 미확인 — 상업 사용 개별 허가 필요."
