visitbusan_source_key,visitbusan_uc_seq,visitbusan_title_ko,visitbusan_content_type,canonical_id,canonical_title,distance_m,title_similarity,category_compatible,match_status,match_confidence,match_method,visitbusan_hours,visitbusan_address,visitbusan_phone,visitbusan_external_official_url,visitbusan_source_detail_url,canonical_image_url,provenance_note,review_reason
VisitBusanContent:food:2356:ko,2356,남천면가,food,busan-F-00420,남천면가,0,1.0000,Y,matched,high,geo_title_category,11:00-20:00,수영구 황령대로473번길 14-2,0507-1349-1631,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2356&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408131231343_ttiel,canon:FoodService:2356:ko,dist=0m sim=1.000
VisitBusanContent:food:2354:ko,2354,보느파티쓰리,food,busan-F-00419,보느파티쓰리,0,1.0000,Y,matched,high,geo_title_category,11:30-19:00,"연제구 교대로 7, 2층",051-502-2451,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2354&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408123831370_ttiel,canon:FoodService:2354:ko,dist=0m sim=1.000
VisitBusanContent:food:2353:ko,2353,델리봉,food,busan-F-00418,델리봉,0,1.0000,Y,matched,high,geo_title_category,19:00-21:00,"연제구 신금로 25, 노블레스스퀘어 110호",051-868-6848,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2353&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408122426619_ttiel,canon:FoodService:2353:ko,dist=0m sim=1.000
VisitBusanContent:food:2351:ko,2351,순사이쿠보,food,busan-F-00417,순사이쿠보,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 17:30-20:20,북구 양달로 4번길 17,051-365-2959,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2351&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408115525042_ttiel,canon:FoodService:2351:ko,dist=0m sim=1.000
VisitBusanContent:food:2350:ko,2350,지즈,food,busan-F-00416,지즈,0,1.0000,Y,matched,high,geo_title_category,11:30-15:00 / 17:00-21:00,"부산진구 서전로 58번길 34-1, 1층",0507-1485-1331,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2350&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408115051503_ttiel,canon:FoodService:2350:ko,dist=0m sim=1.000
VisitBusanContent:food:2349:ko,2349,야스마루 닌니쿠,food,busan-F-00415,야스마루 닌니쿠,0,1.0000,Y,matched,high,geo_title_category,12:00-14:50 / 17:30-21:00,부산진구 서전로38번길 35-14,010-9238-0508,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2349&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408114844827_ttiel,canon:FoodService:2349:ko,dist=0m sim=1.000
VisitBusanContent:food:2348:ko,2348,유원,food,busan-F-00414,유원,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 17:00-20:30,중구 충장대로9번길 29 보전빌딩 지하1층,0507-1492-5659,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2348&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408114718754_ttiel,canon:FoodService:2348:ko,dist=0m sim=1.000
VisitBusanContent:food:2347:ko,2347,동삼정,food,busan-F-00413,동삼정,0,1.0000,Y,matched,high,geo_title_category,18:00-23:50,중구 광복중앙로 14-62 1층,051-912-8343,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2347&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408113919836_ttiel,canon:FoodService:2347:ko,dist=0m sim=1.000
VisitBusanContent:food:2346:ko,2346,고등어연구소 본점,food,busan-F-00412,고등어연구소 본점,0,1.0000,Y,matched,high,geo_title_category,11:00-15:00 / 17:00-21:30,중구 중앙대로 79-1,0507-1428-0048,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2346&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408113257860_ttiel,canon:FoodService:2346:ko,dist=0m sim=1.000
VisitBusanContent:food:2345:ko,2345,1969부원동칼국수 부산본점,food,busan-F-00411,1969부원동칼국수 부산본점,0,1.0000,Y,matched,high,geo_title_category,11:00-19:30,중구 구덕로22번길3 1층,0507-1477-9925,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2345&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408112548429_ttiel,canon:FoodService:2345:ko,dist=0m sim=1.000
VisitBusanContent:food:2344:ko,2344,팔레트,food,busan-F-00410,팔레트,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 18:00-22:00,"해운대구 달맞이길65번길 154, 3층",051-626-2364,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2344&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408111911870_ttiel,canon:FoodService:2344:ko,dist=0m sim=1.000
VisitBusanContent:food:2342:ko,2342,쿠지라멘,food,busan-F-00409,쿠지라멘,0,1.0000,Y,matched,high,geo_title_category,11:00-14:30,해운대구 우동2로 17,070-4795-7214,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2342&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408104843726_ttiel,canon:FoodService:2342:ko,dist=0m sim=1.000
VisitBusanContent:food:2341:ko,2341,쥬가,food,busan-F-00408,쥬가,0,1.0000,Y,matched,high,geo_title_category,17:00-23:00,"해운대구 우동1로20번길 53, 2층",0507-1364-3516,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2341&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408104140736_ttiel,canon:FoodService:2341:ko,dist=0m sim=1.000
VisitBusanContent:food:2340:ko,2340,스시시안,food,busan-F-00407,스시시안,0,1.0000,Y,matched,high,geo_title_category,18:00-20:30,해운대구 센텀1로 9 E동상가 2층 210호,051-611-2684,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2340&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408103617676_ttiel,canon:FoodService:2340:ko,dist=0m sim=1.000
VisitBusanContent:food:2339:ko,2339,수블,food,busan-F-00406,수블,0,1.0000,Y,matched,high,geo_title_category,17:00-23:00,"해운대구 달맞이길 62번길 19, 2층",0507-1411-0178,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2339&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408103219387_ttiel,canon:FoodService:2339:ko,dist=0m sim=1.000
VisitBusanContent:food:2337:ko,2337,선창횟집,food,busan-F-00405,선창횟집,0,1.0000,Y,matched,high,geo_title_category,10:00-22:30,해운대구 달맞이길62번길 67,051-747-7470,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2337&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408102722301_ttiel,canon:FoodService:2337:ko,dist=0m sim=1.000
VisitBusanContent:food:2336:ko,2336,손내향미,food,busan-F-00404,손내향미,0,1.0000,Y,matched,high,geo_title_category,12:00-16:00 / 17:30-20:00,부산진구 동성로 30번길 4,051-715-4648,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2336&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408100525344_ttiel,canon:FoodService:2336:ko,dist=0m sim=1.000
VisitBusanContent:food:2334:ko,2334,못난이식당 해운대점,food,busan-F-00403,못난이식당 해운대점,0,1.0000,Y,matched,high,geo_title_category,11:00-15:00 / 17:00-19:30,"해운대구 마린시티1로 91, 101동 201호",0507-1418-2528,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2334&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408100308119_ttiel,canon:FoodService:2334:ko,dist=0m sim=1.000
VisitBusanContent:food:2332:ko,2332,롯데호텔 부산 블루헤이븐,food,busan-F-00402,롯데호텔 부산 블루헤이븐,0,1.0000,Y,matched,high,geo_title_category,12:00-22:00,부산진구 가야대로 772 롯데호텔 부산 7층,051-810-6300,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2332&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408100151107_ttiel,canon:FoodService:2332:ko,dist=0m sim=1.000
VisitBusanContent:food:2330:ko,2330,바오하우스,food,busan-F-00401,바오하우스,0,1.0000,Y,matched,high,geo_title_category,11:30-15:00 / 17:00-21:00,부산진구 서전로 38번길 62-9,0507-1324-1031,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2330&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408095935004_ttiel,canon:FoodService:2330:ko,dist=0m sim=1.000
VisitBusanContent:food:2329:ko,2329,란아한,food,busan-F-00400,란아한,0,1.0000,Y,matched,high,geo_title_category,14:30-24:00,부산진구 서전로37번길 14-1,0507-1412-9983,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2329&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408095705335_ttiel,canon:FoodService:2329:ko,dist=0m sim=1.000
VisitBusanContent:food:2328:ko,2328,달타이,food,busan-F-00399,달타이,0,1.0000,Y,matched,high,geo_title_category,11:00-20:00,해운대구 달맞이길 193 1층,051-741-1122,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2328&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408095539103_ttiel,canon:FoodService:2328:ko,dist=0m sim=1.000
VisitBusanContent:food:2327:ko,2327,30년전통가마솥석쇠돼지갈비,food,busan-F-00398,30년전통가마솥석쇠돼지갈비,0,1.0000,Y,matched,high,geo_title_category,12:00-22:00,해운대구 좌동로14번길 60,0507-1305-6175,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2327&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408094429754_ttiel,canon:FoodService:2327:ko,dist=0m sim=1.000
VisitBusanContent:food:2326:ko,2326,가야포차선지국밥 본점,food,busan-F-00397,가야포차선지국밥 본점,0,1.0000,Y,matched,high,geo_title_category,00:00-24:00,부산진구 가야공원로 58,051-894-6921,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2326&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408094027003_ttiel,canon:FoodService:2326:ko,dist=0m sim=1.000
VisitBusanContent:food:2325:ko,2325,밀양갈비,food,busan-F-00396,밀양갈비,0,1.0000,Y,matched,high,geo_title_category,11:30-21:30,동구 초량로 17-5,051-466-4546,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2325&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408093648041_ttiel,canon:FoodService:2325:ko,dist=0m sim=1.000
VisitBusanContent:food:2324:ko,2324,백가백반,food,busan-F-00395,백가백반,0,1.0000,Y,matched,high,geo_title_category,10:30-15:30 / 16:30-21:00,"남구 분포로 145, W스퀘어 상가동 2층 2097호",051-711-0211,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=2324&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250408092958955_ttiel,canon:FoodService:2324:ko,dist=0m sim=1.000
VisitBusanContent:food:1851:ko,1851,하레마,food,busan-F-00312,하레마,0,1.0000,Y,matched,high,geo_title_category,12:00-14:00 / 17:00-22:00,해운대구 마린시티2로 33 두산 위브더제니스 지하 1층 106호,0507-1354-6558,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1851&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613092152629_ttiel,canon:FoodService:1600:ko,dist=0m sim=1.000
VisitBusanContent:food:1850:ko,1850,초필살돼지구이 해운대 본점,food,busan-F-00393,초필살돼지구이 해운대 본점,0,1.0000,Y,matched,high,geo_title_category,17:00-24:00,해운대구 마린시티3로 23 벽산E오렌지프라자 A동 107호,0507-1417-5516,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1850&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240422093323560_ttiel,canon:FoodService:1850:ko,dist=0m sim=1.000
VisitBusanContent:food:1849:ko,1849,우봉 샤브 청사포점,food,busan-F-00392,우봉 샤브 청사포점,0,1.0000,Y,matched,high,geo_title_category,"화-금 11:00-15:00 / 17:00-21:00 (14:20, 20:20 라스트오더) 토-일 11:00-16:00 / 17:00-21:00 (15:20, 20:20 라스트오더)",해운대구 청사포로 127,0507-1349-9256,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1849&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419175312314_ttiel,canon:FoodService:1849:ko,dist=0m sim=1.000
VisitBusanContent:food:1847:ko,1847,쇼진,food,busan-F-00272,쇼진,0,1.0000,Y,matched,high,geo_title_category,18:00-22:00,"해운대구 구남로 9, 라마다앙코르호텔 214호",0507-1354-8060,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1847&lang_cd=ko,,canon:FoodService:1560:ko,dist=0m sim=1.000
VisitBusanContent:food:1846:ko,1846,소공간,food,busan-F-00390,소공간,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 18:00-21:30,"해운대구 해운대해변로 298번길 47, 4층",010-5191-9002,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1846&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419164740169_ttiel,canon:FoodService:1846:ko,dist=0m sim=1.000
VisitBusanContent:food:1845:ko,1845,비비비당,food,busan-F-00389,비비비당,0,1.0000,Y,matched,high,geo_title_category,월-금 10:30-21:30 (21:00 라스트오더) 토-일 10:30-22:00 (21:30 라스트오더),"해운대구 달맞이길 239-16, 4층",051-746-0705,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1845&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419155611699_ttiel,canon:FoodService:1845:ko,dist=0m sim=1.000
VisitBusanContent:food:1844:ko,1844,모리,food,busan-F-00302,모리,0,1.0000,Y,matched,high,geo_title_category,화-금 19:00-23:00 토-일 18:00-23:00,해운대구 해운대해변로 298번길 24 팔레드시즈 2층2-4호,051-731-9889,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1844&lang_cd=ko,,canon:FoodService:1590:ko,dist=0m sim=1.000
VisitBusanContent:food:1843:ko,1843,르도헤,food,busan-F-00300,르도헤,0,1.0000,Y,matched,high,geo_title_category,12:30-14:30 / 17:00-22:00,"해운대구 마린시티3로 37 213,214호",051-747-8522,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1843&lang_cd=ko,,canon:FoodService:1588:ko,dist=0m sim=1.000
VisitBusanContent:food:1842:ko,1842,랩24 바이 쿠무다,food,busan-F-00299,랩24바이쿠무다,0,1.0000,Y,matched,high,geo_title_category,11:30-15:00 / 17:30-22:00,해운대구 송정 광어골로 41 4층,051-701-1301,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1842&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230612163348599_ttiel,canon:FoodService:1587:ko,dist=0m sim=1.000
VisitBusanContent:food:1841:ko,1841,김정연분식 면옥향천,food,busan-F-00385,김정연분식 면옥향천,0,1.0000,Y,matched,high,geo_title_category,11:00-15:30,해운대구 해운대로 383번길 26,051-747-4601,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1841&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419131021388_ttiel,canon:FoodService:1841:ko,dist=0m sim=1.000
VisitBusanContent:food:1840:ko,1840,연경재,food,busan-F-00384,연경재,0,1.0000,Y,matched,high,geo_title_category,08:30-21:30 (21:00 라스트오더),중구 중앙대로 29번길 6,0507-1412-5753,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1840&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419110121584_ttiel,canon:FoodService:1840:ko,dist=0m sim=1.000
VisitBusanContent:food:1839:ko,1839,동화반점,food,busan-F-00383,동화반점,0,1.0000,Y,matched,high,geo_title_category,11:30-15:00 / 17:00-21:00,중구 흑교로 75번길 3,051-253-6661,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1839&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419093503992_ttiel,canon:FoodService:1839:ko,dist=0m sim=1.000
VisitBusanContent:food:1838:ko,1838,그리다부부,food,busan-F-00382,그리다부부,0,1.0000,Y,matched,high,geo_title_category,11:00-22:00,중구 광복중앙로 35-1 1층,010-7516-0484,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1838&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240419090634454_ttiel,canon:FoodService:1838:ko,dist=0m sim=1.000
VisitBusanContent:food:1837:ko,1837,재기돼지국밥,food,busan-F-00381,재기돼지국밥,0,1.0000,Y,matched,high,geo_title_category,08:00-21:00 재료소진시 마감,영도구 절영로 49번길 25,051-418-0526,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1837&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418143354206_ttiel,canon:FoodService:1837:ko,dist=0m sim=1.000
VisitBusanContent:food:1836:ko,1836,고등어다찌  연산본점,food,busan-F-00380,고등어다찌  연산본점,0,1.0000,Y,matched,high,geo_title_category,16:00-01:00,연제구 고분로31번길 42,051-853-9374,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1836&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418132720308_ttiel,canon:FoodService:1836:ko,dist=0m sim=1.000
VisitBusanContent:food:1835:ko,1835,제로베이스,food,busan-F-00276,제로베이스,0,1.0000,Y,matched,high,geo_title_category,18:30-22:30,수영구 민락로33번길 17 202호,070-8803-0318,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1835&lang_cd=ko,,canon:FoodService:1564:ko,dist=0m sim=1.000
VisitBusanContent:food:1834:ko,1834,아웃트로바이비토,food,busan-F-00378,아웃트로 바이 비토,0,1.0000,Y,matched,high,geo_title_category,17:00-24:00,수영구 민락본동로 19번길 18 1층,051-758-7123,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1834&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418114912249_ttiel,canon:FoodService:1834:ko,dist=0m sim=1.000
VisitBusanContent:food:1833:ko,1833,샤브남바완,food,busan-F-00377,샤브남바완,0,1.0000,Y,matched,high,geo_title_category,11:30-23:00 (21:30 라스트오더),수영구 민락수변로29 바다마루빌딩 1층,0507-1331-4599,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1833&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418113753614_ttiel,canon:FoodService:1833:ko,dist=0m sim=1.000
VisitBusanContent:food:1831:ko,1831,무슈뱅상,food,busan-F-00340,무슈뱅상,0,1.0000,Y,matched,high,geo_title_category,11:00-16:20 빵 소진시 마감,수영구 광남로 48번길 19,051-625-1125,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1831&lang_cd=ko,,canon:FoodService:1629:ko,dist=0m sim=1.000
VisitBusanContent:food:1829:ko,1829,램지,food,busan-F-00375,램지,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 18:00-22:30,수영구 광안해변로284번길 38 해링턴타워광안 304호,010-9406-3135,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1829&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250529125315121_ttiel,canon:FoodService:1829:ko,dist=0m sim=1.000
VisitBusanContent:food:1828:ko,1828,더스모코,food,busan-F-00374,더스모코,0,1.0000,Y,matched,high,geo_title_category,11:00-15:30 / 17:00-22:00 (20:30 라스트오더),수영구 광안해변로 294번길 36 1층,0507-1462-3202,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1828&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418110738039_ttiel,canon:FoodService:1828:ko,dist=0m sim=1.000
VisitBusanContent:food:1827:ko,1827,다이도코로 광안리본점,food,busan-F-00373,다이도코로 광안리본점,0,1.0000,Y,matched,high,geo_title_category,월-금 11:00-15:00 / 17:00-21:00,수영구 남천동로 108번길 27 2층,070-8631-8402,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1827&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418110041026_ttiel,canon:FoodService:1827:ko,dist=0m sim=1.000
VisitBusanContent:food:1826:ko,1826,뉼리 광안리점,food,busan-F-00372,뉼리 광안리점,0,1.0000,Y,matched,high,geo_title_category,12:00-15:00 / 17:00-22:00 (21:00 라스트오더),수영구 민락수변로7 ok타운 8층,0507-1374-3870,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1826&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418103340192_ttiel,canon:FoodService:1826:ko,dist=0m sim=1.000
VisitBusanContent:food:1825:ko,1825,골목포차,food,busan-F-00371,골목포차,0,1.0000,Y,matched,high,geo_title_category,15:00-24:00 (23:00 라스트오더),수영구 광안로7번길 52,051-756-3988,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1825&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418095202742_ttiel,canon:FoodService:1825:ko,dist=0m sim=1.000
VisitBusanContent:food:1824:ko,1824,611WoodFire,food,busan-F-00370,611WoodFire,0,1.0000,Y,matched,high,geo_title_category,12:00-14:45 / 18:00:22:00,수영구 황령산로14-1 2층,010-6549-0611,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1824&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418091923719_ttiel,canon:FoodService:1824:ko,dist=0m sim=1.000
VisitBusanContent:food:1822:ko,1822,곰보식당,food,busan-F-00369,곰보식당,0,1.0000,Y,matched,high,geo_title_category,10:00-22:00,사상구 낙동대로 1564,051-304-7733,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1822&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417160043995_ttiel,canon:FoodService:1822:ko,dist=0m sim=1.000
VisitBusanContent:food:1820:ko,1820,코르 파스타 바,food,busan-F-00368,코르 파스타 바,0,1.0000,Y,matched,high,geo_title_category,12:00-14:30 / 17:00-21:00 (20:00 라스트오더),부산진구 동성로 25번길13 2F,0507-1474-4570,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1820&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417145812364_ttiel,canon:FoodService:1820:ko,dist=0m sim=1.000
VisitBusanContent:food:1819:ko,1819,베르크로스터스,food,busan-F-00346,베르크로스터스,0,1.0000,Y,matched,high,geo_title_category,10:00-18:30,부산진구 서전로58번길 115 1층-2층,051-817-2111,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1819&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230613174142673_ttiel,canon:FoodService:1635:ko,dist=0m sim=1.000
VisitBusanContent:food:1818:ko,1818,두번째 늘해랑,food,busan-F-00366,두번째 늘해랑,0,1.0000,Y,matched,high,geo_title_category,10:00-21:00,부산진구 양지로 5번길 24,051-867-5382,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1818&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417134039028_ttiel,canon:FoodService:1818:ko,dist=0m sim=1.000
VisitBusanContent:food:1817:ko,1817,기장손칼국수,food,busan-F-00365,기장손칼국수,0,1.0000,Y,matched,high,geo_title_category,09:00-21:00,부산진구 서면로 56,051-806-6832,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1817&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417130710913_ttiel,canon:FoodService:1817:ko,dist=0m sim=1.000
VisitBusanContent:food:1816:ko,1816,프랑스 과자점 브리앙,food,busan-F-00364,프랑스 과자점  브리앙,0,1.0000,Y,matched,high,geo_title_category,12:00-17:00 제품소진 시,동래구 온천장로 119번길 26 1층,0507-1342-5709,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1816&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417113010113_ttiel,canon:FoodService:1816:ko,dist=0m sim=1.000
VisitBusanContent:food:1815:ko,1815,칙투칙,food,busan-F-00363,칙투칙,0,1.0000,Y,matched,high,geo_title_category,12:00-19:00,동래구 온천천로 441번길 17,051-531-1005,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1815&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417110222327_ttiel,canon:FoodService:1815:ko,dist=0m sim=1.000
VisitBusanContent:food:1814:ko,1814,신가네 호떡 김밥 떡볶이,food,busan-F-00362,신가네 호떡 김밥 떡볶이,0,1.0000,Y,matched,high,geo_title_category,06:00-22:00,동래구 충렬대로 249번길 61,051-552-2644,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1814&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417103903563_ttiel,canon:FoodService:1814:ko,dist=0m sim=1.000
VisitBusanContent:food:1813:ko,1813,배종관동래삼계탕,food,busan-F-00322,배종관동래삼계탕,0,1.0000,Y,matched,high,geo_title_category,11:00-15:00 / 17:00-20:30,동래구 동래로 116번길 39,051-555-2464,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1813&lang_cd=ko,,canon:FoodService:1610:ko,dist=0m sim=1.000
VisitBusanContent:food:1812:ko,1812,공담 파스타,food,busan-F-00360,공담 파스타,0,1.0000,Y,matched,high,geo_title_category,"11:00-15:30 / 17:00-21:30 (15:00, 21:00 라스트오더)",부산 동래구 명륜로250번길 2 1층,0507-1319-2173,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1812&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417091749698_ttiel,canon:FoodService:1812:ko,dist=0m sim=1.000
