candidate_id,canonical_id,candidate_status,title_ko,category,subcategory,content_type,latitude,longitude,coordinate_distance_m,hours,address,phone,external_official_url,source_detail_url,image_url,visitbusan_uc_seq,linked_source_keys,field_provenance,category_compatibility_method,review_reason,merge_target_id
busan-F-00062,busan-F-00062,existing_enriched,오륙도 가원,restaurant,unknown,food,35.106773,129.11171,,11:30-21:30,남구 백운포로 14,051-635-0707,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=890&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_ttiel,890,VisitBusanContent:food:890:ko|FoodService:890:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00063,busan-F-00063,existing_enriched,해남식당 부산용호동W스퀘어점,restaurant,unknown,food,35.134193,129.11122,,am 11:30 ~ pm 21:00 브레이크타임 15:00 ~ 17:00 (20:30 라스트오더),"부산광역시 남구 분포로 145 1072,1073호(용호동, 더블유) 용호동 더블유스퀘어",051-628-2015,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=893&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel,893,VisitBusanContent:food:893:ko|FoodService:893:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00064,busan-F-00064,existing_enriched,범일빈대떡,restaurant,unknown,food,35.139576,129.05621,,15:00-24:00,동구 중앙대로 519,051-646-0081,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=899&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515155412591_ttiel,899,VisitBusanContent:food:899:ko|FoodService:899:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00065,busan-F-00065,existing_enriched,금강만두,restaurant,unknown,food,35.196102,129.06027,,11:00-20:30 (20:00 라스트 오더),부산 동래구 사직북로5번길 11,051-502-8784,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=904&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_ttiel,904,VisitBusanContent:food:904:ko|FoodService:904:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00066,busan-F-00066,existing_enriched,석화정,restaurant,unknown,food,35.07709,129.07228,,09:00-21:00,영도구 동삼로 42번길 16-11,070-8913-9989,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=917&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_ttiel,917,VisitBusanContent:food:917:ko|FoodService:917:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00067,busan-F-00067,existing_enriched,에테르,restaurant,unknown,food,35.077286,129.04646,,10:00-22:00 (21:00 라스트 오더),부산 영도구 절영로 234,0507-1405-5055,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=920&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418142653242_ttiel,920,VisitBusanContent:food:920:ko|FoodService:920:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00068,busan-F-00068,existing_enriched,디저트시네마,restaurant,unknown,food,35.176273,129.09052,,토-일 : 12:00-16:00 (재료소진시 마감),부산 연제구 쌍미천로 32-1,051-867-5757,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=926&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418140108273_ttiel,926,VisitBusanContent:food:926:ko|FoodService:926:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00069,busan-F-00069,existing_enriched,북경,restaurant,unknown,food,35.18377,129.08086,,am 11:00 ~ pm 21:00 15:00~17:00 (Break time) 20:20 (Last order),부산 연제구 중앙대로 1076번길 11,051-863-0055,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=928&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel,928,VisitBusanContent:food:928:ko|FoodService:928:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00070,busan-F-00070,existing_enriched,연산낙지해물탕,restaurant,unknown,food,35.182316,129.10692,,am 11:30 ~ pm 21:30 15:00~17:30 (BREAK TIME) (14:30 라스트오더),부산 연제구 과정로 121,051-758-8838,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=929&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel,929,VisitBusanContent:food:929:ko|FoodService:929:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00071,busan-F-00071,existing_enriched,옻바다전복삼계탕,restaurant,unknown,food,35.18473,129.08128,,am 10:00 ~ pm 22:00,부산 연제구 월드컵대로 119번길 16,051-862-3307,http://cityfood.co.kr/file2/h_0112/55725/index.html,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=933&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel,933,VisitBusanContent:food:933:ko|FoodService:933:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00072,busan-F-00072,existing_enriched,팔미초밥,restaurant,unknown,food,35.184906,129.0818,,11:30 -22:00 (15:00-16:30 브레이크 타임),부산 연제구 월드컵대로 119번길 8,051-861-7679,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=936&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel,936,VisitBusanContent:food:936:ko|FoodService:936:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00073,busan-F-00073,existing_enriched,다리집 본점,restaurant,unknown,food,35.146637,129.11076,,11:30–21:00 (20:30 라스트오더),수영구 남천바다로10번길 70 101호,051-625-0130,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=942&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_ttiel,942,VisitBusanContent:food:942:ko|FoodService:942:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00074,busan-F-00074,existing_enriched,남촌,restaurant,unknown,food,35.21074,129.00595,,10:00-22:00,북구 금곡대로8번길 14,051-335-9294,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=944&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417155301384_ttiel,944,VisitBusanContent:food:944:ko|FoodService:944:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00075,busan-F-00075,existing_enriched,북경의자전거,restaurant,unknown,food,35.230934,129.00957,,11:30-22:30 (21:30 라스트 오더),부산광역시 북구 용당로5번길 14,051-902-8282,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=949&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel,949,VisitBusanContent:food:949:ko|FoodService:949:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00076,busan-F-00076,existing_enriched,광안리 언양불고기 부산집,restaurant,unknown,food,35.1479,129.11357,,11:00-21:30,부산 수영구 남천바다로 32,051-754-1004,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=950&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418102343022_ttiel,950,VisitBusanContent:food:950:ko|FoodService:950:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00077,busan-F-00077,existing_enriched,식당 3선 덕천점,restaurant,unknown,food,35.21927,129.00708,,am 11:00 ~ pm 22:00 (21:00 라스트오더),부산 북구 금곡대로 112,051-333-0050,http://www.3sun.kr,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=953&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel,953,VisitBusanContent:food:953:ko|FoodService:953:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00078,busan-F-00078,existing_enriched,함경면옥 덕천점,restaurant,unknown,food,35.21178,129.00423,,11:00-21:00 (20:30 라스트 오더),부산 북구 금곡대로 21,0507-1440-5034,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=958&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel,958,VisitBusanContent:food:958:ko|FoodService:958:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00079,busan-F-00079,existing_enriched,홍옥당,restaurant,unknown,food,35.146893,129.11392,,am 10:00 ~ pm 21:00,부산 수영구 남천동로 108번길 49,051-627-1026,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=959&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_ttiel,959,VisitBusanContent:food:959:ko|FoodService:959:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00080,busan-F-00080,api_only_existing,디에이블 송도점,restaurant,unknown,,35.076706,129.01715,,,부산 서구 충무대로 47 3층,,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_ttiel,,FoodService:960:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
busan-F-00081,busan-F-00081,existing_enriched,몽실종가돼지국밥 감천문화마을 본점,restaurant,unknown,food,35.10019,129.01718,,09:00-20:00,"서구 까치고개로 197번길 3, 1층",051-256-0133,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=961&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417173451717_ttiel,961,VisitBusanContent:food:961:ko|FoodService:961:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00082,busan-F-00082,existing_enriched,식당 토성동,restaurant,unknown,food,35.097954,129.02257,,월-금 10:00-20:30,부산 서구 구덕로 124번길 27,0507-1394-1425,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=963&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel,963,VisitBusanContent:food:963:ko|FoodService:963:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00083,busan-F-00083,existing_enriched,청죽,restaurant,unknown,food,35.11293,129.01305,,am 11:00 ~ pm 22:00 (20:30 라스트 오더),부산 서구 망양로 23,051-247-8555,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=964&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel,964,VisitBusanContent:food:964:ko|FoodService:964:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00084,busan-F-00084,existing_enriched,편의방,restaurant,unknown,food,35.11915,129.01625,,11:00-15:30 / 16:30-21:00,서구 대신공원로 13-5,051-256-2121,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=965&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418091306849_ttiel,965,VisitBusanContent:food:965:ko|FoodService:965:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00085,busan-F-00085,existing_enriched,동원장수촌,restaurant,unknown,food,35.10194,128.97113,,평일: 11:20-15:00 / 16:30-21:20 주말: 11:20-21:20,사하구 동매로 117 건우리안 상가 B 201호,051-202-4100,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=966&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_ttiel,966,VisitBusanContent:food:966:ko|FoodService:966:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00086,busan-F-00086,existing_enriched,포항가자미물회국수말이전문점,restaurant,unknown,food,35.169525,128.98228,,화-금 : 11:30-20:00 (15:00-17:00 브레이크 타임) (19:30 라스트 오더),부산광역시 사상구 사상로 275-1,051-303-6640,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=969&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel,969,VisitBusanContent:food:969:ko|FoodService:969:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00087,busan-F-00087,existing_enriched,괘법쭈꾸미전문점,restaurant,unknown,food,35.163906,128.98459,,11:30-23:00,부산 사상구 광장로81번길 33,051-323-1383,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=974&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_ttiel,974,VisitBusanContent:food:974:ko|FoodService:974:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00088,busan-F-00088,existing_enriched,삼진어묵 본점,restaurant,unknown,food,35.092953,129.04279,,09:00~19:00,부산시 영도구 태종로99번길 36,051-715-5865,https://www.samjinfood.com/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1065&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210415134915004_ttiel,1065,VisitBusanContent:food:1065:ko|FoodService:1065:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00089,busan-F-00089,existing_enriched,광명집,restaurant,unknown,food,35.125664,129.10095,,화-일 : 11:00-22:00,남구 신선로 458,051-621-4376,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1092&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250515142651174_ttiel,1092,VisitBusanContent:food:1092:ko|FoodService:1092:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00090,busan-F-00090,existing_enriched,명지첫집 국제신도시본점,restaurant,unknown,food,35.095818,128.92444,,11:00-21:00 (15:00-17:00 브레이크 타임) (20:30 라스트 오더),강서구 명지국제6로232번길 18,0507-1348-9599,https://myungjifirst.modoo.at/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1094&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_ttiel,1094,VisitBusanContent:food:1094:ko|FoodService:1094:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00091,busan-F-00091,existing_enriched,명품외식 육면정,restaurant,unknown,food,35.148415,129.09482,,11:30-21:50 (20:50 라스트 오더),남구 황령대로 329,051-623-6667,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1099&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913100010495_ttiel,1099,VisitBusanContent:food:1099:ko|FoodService:1099:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00092,busan-F-00092,existing_enriched,호포갈비 문현점,restaurant,unknown,food,35.13401,129.06631,,11:30-21:30 (20:40 라스트 오더),남구 우암로 359,051-639-9200,https://www.okgoodfood.com/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1100&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601215049360_ttiel,1100,VisitBusanContent:food:1100:ko|FoodService:1100:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00093,busan-F-00093,existing_enriched,평산옥,restaurant,unknown,food,35.114292,129.0371,,am 10:00 ~ pm 20:00,동구 초량중로 26,051-468-6255,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1104&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913104329974_ttiel,1104,VisitBusanContent:food:1104:ko|FoodService:1104:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00094,busan-F-00094,existing_enriched,공감식당,restaurant,unknown,food,35.16551,129.03838,,월-금 : 17:00-22:00 (21:30 라스트 오더) 토-일 : 11:30-22:00 (15:00-17:00 브레이크 타임) (21:30 라스트 오더),부산진구 동평로 81,051-891-2041,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1106&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110103549_ttiel,1106,VisitBusanContent:food:1106:ko|FoodService:1106:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00095,busan-F-00095,existing_enriched,다옴 서면 삼정타워점,restaurant,unknown,food,35.152874,129.05957,,매일 11:00~22:00,"부산진구 중앙대로 672, 삼정타워 5층",0507-1370-3778,https://www.instagram.com/daom2016/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1107&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913110833421_ttiel,1107,VisitBusanContent:food:1107:ko|FoodService:1107:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00096,busan-F-00096,existing_enriched,당감밀면,restaurant,unknown,food,35.162247,129.03975,,am 11:00 ~ pm 20:00 19:30 (라스트오더),부산진구 당감로 5 삼익아파트상가 B동 1층,051-896-0177,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1108&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913111405621_ttiel,1108,VisitBusanContent:food:1108:ko|FoodService:1108:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00097,busan-F-00097,existing_enriched,버거샵 서면,restaurant,unknown,food,35.15856,129.06306,,10:00-20:30 (20:00 라스트오더),부산진구 동천로 108번길 11,051-911-4960,https://www.instagram.com/burgershopbusan/,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1110&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913112340644_ttiel,1110,VisitBusanContent:food:1110:ko|FoodService:1110:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00098,busan-F-00098,existing_enriched,소수인,restaurant,unknown,food,35.156677,129.05383,,17:00-24:00,부산진구 가야대로750번길 17,051-808-4036,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1111&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20250523160110075_ttiel,1111,VisitBusanContent:food:1111:ko|FoodService:1111:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00099,busan-F-00099,existing_enriched,양평칼국수 본점,restaurant,unknown,food,35.048454,128.967,,월-금 : 11:00-20:00 (15:30~17:00 브레이크타임) (19:30 라스트오더) 토 : 11:00-15:30 (15:00 라스트오더),사하구 다대로 680-1,051-265-0907,https://www.instagram.com/yyang.p.yyung_/?utm_medium=copy_link,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1117&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913114940489_ttiel,1117,VisitBusanContent:food:1117:ko|FoodService:1117:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""visitbusan"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00100,busan-F-00100,existing_enriched,영진돼지국밥 본점,restaurant,unknown,food,35.09664,128.95784,,09:30-15:00 / 17:00-21:30,사하구 하신번영로157번길 39,051-206-3820,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1118&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20240417165519984_ttiel,1118,VisitBusanContent:food:1118:ko|FoodService:1118:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00101,busan-F-00101,existing_enriched,신흥반점,restaurant,unknown,food,35.09595,129.02463,,월-토 : 11:00-20:00 (13:50-16:00 브레이크 타임) (19:30 라스트 오더),서구 충무대로 284-1,051-242-6164,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1121&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913133410983_ttiel,1121,VisitBusanContent:food:1121:ko|FoodService:1121:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00102,busan-F-00102,existing_enriched,동원숯불갈비,restaurant,unknown,food,35.188595,129.09715,,11:00-22:00 (15:00~17:00 브레이크타임) (21:00 라스트 오더) *월요일 격주로 운영,연제구 과정로276번길 9,051-864-2379,,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1132&lang_cd=ko,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913141552746_ttiel,1132,VisitBusanContent:food:1132:ko|FoodService:1132:ko,"{""title_ko"":""canonical"",""hours"":""visitbusan"",""address"":""visitbusan"",""phone"":""visitbusan"",""external_official_url"":""none"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",geo_title_category,,
busan-F-00103,busan-F-00103,api_only_existing,도날드,restaurant,unknown,,35.085815,129.04295,,,영도구 꿈나무길 267(1층),,,,https://www.visitbusan.net/uploadImgs/files/cntnts/20240418141930357_ttiel,,FoodService:1133:ko,"{""title_ko"":""canonical"",""image_url"":""canonical"",""latitude"":""canonical"",""longitude"":""canonical""}",canonical_only,,
