source_key,content_type,uc_seq,language,title_ko,address,phone,lat,lon,hours,closed_days,external_official_url,representative_menu,image_url,category_label,language_available,parse_status,missing_required_fields,source_detail_url,collected_at
VisitBusanContent:food:1846:ko,food,1846,ko,소공간,"해운대구 해운대해변로 298번길 47, 4층",010-5191-9002,35.16169,129.16737,12:00-15:00 / 18:00-21:30,화요일 휴무,,"Dinner(11 course) ￦182,000 Lunch(8 course) ￦92,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1846&lang_cd=ko,2026-07-24T07:13:07.052Z
VisitBusanContent:food:1845:ko,food,1845,ko,비비비당,"해운대구 달맞이길 239-16, 4층",051-746-0705,35.16249,129.18504,월-금 10:30-21:30 (21:00 라스트오더) 토-일 10:30-22:00 (21:30 라스트오더),연중무휴,,"말차 ￦15,000 단호박빙수 ￦13,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1845&lang_cd=ko,2026-07-24T07:13:07.794Z
VisitBusanContent:food:1844:ko,food,1844,ko,모리,해운대구 해운대해변로 298번길 24 팔레드시즈 2층2-4호,051-731-9889,35.160202,129.16658,화-금 19:00-23:00 토-일 18:00-23:00,월요일 휴무,,가이세키(코스),,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1844&lang_cd=ko,2026-07-24T07:13:08.535Z
VisitBusanContent:food:1843:ko,food,1843,ko,르도헤,"해운대구 마린시티3로 37 213,214호",051-747-8522,35.15545,129.1466,12:30-14:30 / 17:00-22:00,"화, 수요일 휴무",,"Dinner course ￦210,000 Lunch course ￦120,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1843&lang_cd=ko,2026-07-24T07:13:09.213Z
VisitBusanContent:food:1842:ko,food,1842,ko,랩24 바이 쿠무다,해운대구 송정 광어골로 41 4층,051-701-1301,35.177433,129.19717,11:30-15:00 / 17:30-22:00,월요일 휴무,,"lunch course ￦70,000-130,000 dinner course ￦125,000-155,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1842&lang_cd=ko,2026-07-24T07:13:09.913Z
VisitBusanContent:food:1841:ko,food,1841,ko,김정연분식 면옥향천,해운대구 해운대로 383번길 26,051-747-4601,35.170124,129.13939,11:00-15:30,일요일 휴무,,"모리소바(순메일로 선택시) ￦9,000-14,000 막국수(순메일로 선택시) ￦9,000-14,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1841&lang_cd=ko,2026-07-24T07:13:10.642Z
VisitBusanContent:food:1840:ko,food,1840,ko,연경재,중구 중앙대로 29번길 6,0507-1412-5753,35.10035,129.03592,08:30-21:30 (21:00 라스트오더),연중무휴,,"7:01 AM Blend(시그니처 블렌드) 아메리카노 ￦5,500 달항아리(Dal Hangari) ￦8,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1840&lang_cd=ko,2026-07-24T07:13:11.326Z
VisitBusanContent:food:1839:ko,food,1839,ko,동화반점,중구 흑교로 75번길 3,051-253-6661,35.10579,129.02345,11:30-15:00 / 17:00-21:00,화요일 휴무,,"유니짜장 ￦8,500 난자완스 ￦28,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1839&lang_cd=ko,2026-07-24T07:13:12.127Z
VisitBusanContent:food:1838:ko,food,1838,ko,그리다부부,중구 광복중앙로 35-1 1층,010-7516-0484,35.102577,129.03072,11:00-22:00,연중무휴,,"RI 드립커피 ￦6,500 시나몬 아일랜드 라떼 ￦7,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1838&lang_cd=ko,2026-07-24T07:13:12.801Z
VisitBusanContent:food:1837:ko,food,1837,ko,재기돼지국밥,영도구 절영로 49번길 25,051-418-0526,35.08963,129.03987,08:00-21:00 재료소진시 마감,월요일 휴무,,"돼지국밥 ￦10,000 모듬수육 ￦25,000-35,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1837&lang_cd=ko,2026-07-24T07:13:13.537Z
VisitBusanContent:food:1836:ko,food,1836,ko,고등어다찌  연산본점,연제구 고분로31번길 42,051-853-9374,35.187637,129.08607,16:00-01:00,연중무휴,,"활고등어회 ￦45,000- 모듬회 ￦55,000-",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1836&lang_cd=ko,2026-07-24T07:13:14.252Z
VisitBusanContent:food:1835:ko,food,1835,ko,제로베이스,수영구 민락로33번길 17 202호,070-8803-0318,35.15741,129.12096,18:30-22:30,일요일 휴무,,"1인 ￦130,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1835&lang_cd=ko,2026-07-24T07:13:14.933Z
VisitBusanContent:food:1834:ko,food,1834,ko,아웃트로바이비토,수영구 민락본동로 19번길 18 1층,051-758-7123,35.15835,129.12785,17:00-24:00,"월, 화요일 휴무",,"단새우, 부라타치즈, 비시슈아즈, 유자간장젤리 ￦16,000 오리지널 라구, 생면탈리아텔레 ￦27,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1834&lang_cd=ko,2026-07-24T07:13:15.628Z
VisitBusanContent:food:1833:ko,food,1833,ko,샤브남바완,수영구 민락수변로29 바다마루빌딩 1층,0507-1331-4599,35.153236,129.12465,11:30-23:00 (21:30 라스트오더),연중무휴,,샤브샤브 1인,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1833&lang_cd=ko,2026-07-24T07:13:16.299Z
VisitBusanContent:food:1831:ko,food,1831,ko,무슈뱅상,수영구 광남로 48번길 19,051-625-1125,35.146374,129.11293,11:00-16:20 빵 소진시 마감,"월,화요일 휴무",,"바통(인당 5개 구매제한), 바게트",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1831&lang_cd=ko,2026-07-24T07:13:16.978Z
VisitBusanContent:food:1829:ko,food,1829,ko,램지,수영구 광안해변로284번길 38 해링턴타워광안 304호,010-9406-3135,35.153328,129.12515,12:00-15:00 / 18:00-22:30,"월,화요일 휴무",,"런치 ￦83,000 디너 ￦179,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1829&lang_cd=ko,2026-07-24T07:13:17.707Z
VisitBusanContent:food:1828:ko,food,1828,ko,더스모코,수영구 광안해변로 294번길 36 1층,0507-1462-3202,35.15483,129.12616,11:00-15:30 / 17:00-22:00 (20:30 라스트오더),연중무휴,,"기버터안심스테이크, 관자크림파스타",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1828&lang_cd=ko,2026-07-24T07:13:18.400Z
VisitBusanContent:food:1827:ko,food,1827,ko,다이도코로 광안리본점,수영구 남천동로 108번길 27 2층,070-8631-8402,35.1466,129.11255,월-금 11:00-15:00 / 17:00-21:00,연중무휴,,"치킨가라아게세트 ￦13,900 카레세트 ￦13,900",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1827&lang_cd=ko,2026-07-24T07:13:19.096Z
VisitBusanContent:food:1826:ko,food,1826,ko,뉼리 광안리점,수영구 민락수변로7 ok타운 8층,0507-1374-3870,35.155136,129.12401,12:00-15:00 / 17:00-22:00 (21:00 라스트오더),화요일 휴무,,"채끝 스테이크, 봉골레파스타",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1826&lang_cd=ko,2026-07-24T07:13:19.808Z
VisitBusanContent:food:1825:ko,food,1825,ko,골목포차,수영구 광안로7번길 52,051-756-3988,35.159405,129.11446,15:00-24:00 (23:00 라스트오더),일요일 휴무,,"LA갈비, 골포무침",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1825&lang_cd=ko,2026-07-24T07:13:20.522Z
VisitBusanContent:food:1824:ko,food,1824,ko,611WoodFire,수영구 황령산로14-1 2층,010-6549-0611,35.147713,129.10889,12:00-14:45 / 18:00:22:00,"일, 월요일 휴무",,"런치 ￦42,000 디너 ￦75,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1824&lang_cd=ko,2026-07-24T07:13:21.241Z
VisitBusanContent:food:1822:ko,food,1822,ko,곰보식당,사상구 낙동대로 1564,051-304-7733,35.196556,128.98784,10:00-22:00,"명절 전, 당일 휴무",,"짝갈비살 ￦29,000 육회비빔밥 ￦15,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1822&lang_cd=ko,2026-07-24T07:13:22.022Z
VisitBusanContent:food:1820:ko,food,1820,ko,코르 파스타 바,부산진구 동성로 25번길13 2F,0507-1474-4570,35.15265,129.06767,12:00-14:30 / 17:00-21:00 (20:00 라스트오더),월요일 휴무,,"보타르가 ￦28,000 뇨끼 ￦25,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1820&lang_cd=ko,2026-07-24T07:13:22.711Z
VisitBusanContent:food:1819:ko,food,1819,ko,베르크로스터스,부산진구 서전로58번길 115 1층-2층,051-817-2111,35.152615,129.06628,10:00-18:30,일요일 휴무,,"에스프레소 ￦5,000 테이스팅세트 ￦7,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1819&lang_cd=ko,2026-07-24T07:13:23.876Z
VisitBusanContent:food:1818:ko,food,1818,ko,두번째 늘해랑,부산진구 양지로 5번길 24,051-867-5382,35.17058,129.07031,10:00-21:00,"월요일, 명절 휴무",,"수육백반 ￦12,000 돼지국밥 ￦9,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1818&lang_cd=ko,2026-07-24T07:13:24.587Z
VisitBusanContent:food:1817:ko,food,1817,ko,기장손칼국수,부산진구 서면로 56,051-806-6832,35.15566,129.05814,09:00-21:00,명절 휴무,,"손칼국수, 김밥",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1817&lang_cd=ko,2026-07-24T07:13:25.315Z
VisitBusanContent:food:1816:ko,food,1816,ko,프랑스 과자점 브리앙,동래구 온천장로 119번길 26 1층,0507-1342-5709,35.221756,129.08356,12:00-17:00 제품소진 시,"월,화요일 휴무",,"브리앙컬렉션 ￦20,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1816&lang_cd=ko,2026-07-24T07:13:26.022Z
VisitBusanContent:food:1815:ko,food,1815,ko,칙투칙,동래구 온천천로 441번길 17,051-531-1005,35.192467,129.10147,12:00-19:00,월요일 휴무,,"헤이즐넛 뉴 오페라 ￦8,800 스트로베리 마스카포네 ￦9,300",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1815&lang_cd=ko,2026-07-24T07:13:26.723Z
VisitBusanContent:food:1814:ko,food,1814,ko,신가네 호떡 김밥 떡볶이,동래구 충렬대로 249번길 61,051-552-2644,35.204052,129.08676,06:00-22:00,"두 번째, 네 번째 화요일 휴무",,"찹쌀호떡 ￦1,000 김밥 ￦3,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1814&lang_cd=ko,2026-07-24T07:13:27.439Z
VisitBusanContent:food:1813:ko,food,1813,ko,배종관동래삼계탕,동래구 동래로 116번길 39,051-555-2464,35.20526,129.08475,11:00-15:00 / 17:00-20:30,"월요일,화요일 휴무",,"동래삼계탕 ￦18,000 궁중약계탕 ￦20,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1813&lang_cd=ko,2026-07-24T07:13:28.157Z
VisitBusanContent:food:1812:ko,food,1812,ko,공담 파스타,부산 동래구 명륜로250번길 2 1층,0507-1319-2173,35.215736,129.08414,"11:00-15:30 / 17:00-21:30 (15:00, 21:00 라스트오더)",연중무휴,,"화이트라구, 관자피칸테",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1812&lang_cd=ko,2026-07-24T07:13:28.892Z
VisitBusanContent:food:1811:ko,food,1811,ko,팔레트,부산 해운대구 달맞이길65번길 154 3층,051-626-2364,35.131638,129.11977,12:00-15:00/18:00-22:00,"월, 화요일 휴무",,"디너 7코스, 런치 5코스",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1811&lang_cd=ko,2026-07-24T07:13:29.585Z
VisitBusanContent:food:1810:ko,food,1810,ko,태화반점,남구 분포로 115 힐탑탑플레이스 B동 109호,051-611-6799,35.13219,129.11273,17:00-24:00,월요일 휴무,,"광동식탕수육 ￦22,000 사천식 마파두부 ￦13,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1810&lang_cd=ko,2026-07-24T07:13:30.287Z
VisitBusanContent:food:1809:ko,food,1809,ko,알천순대곱창전골전문점,남구 용소로 7번길 88,051-612-5952,35.138542,129.1047,11:00-15:00 / 16:00-21:20 (20:40 라스트오더),일요일 휴무,,"순대곱창전골(1인분) - 2인이상 주문 ￦15,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1809&lang_cd=ko,2026-07-24T07:13:31.005Z
VisitBusanContent:food:1808:ko,food,1808,ko,올바릇 본점,기장군 일광읍 문오성길61,070-8845-7277,35.282795,129.25926,11:00-16:00 / 17:00-20:00,"명절, 노동절 휴무",,"꼬막대판 ￦38,000 꼬막육전대판 ￦37,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1808&lang_cd=ko,2026-07-24T07:13:31.687Z
VisitBusanContent:food:1806:ko,food,1806,ko,무진장횟집 기장점,기장군 기장읍 연화1길 137,051-721-2956,35.216946,129.22612,11:00-21:00,연중무휴,,"붕장어 한접시(2인분) ￦60,000 돌돔 한접시(2인분) 시가",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1806&lang_cd=ko,2026-07-24T07:13:32.407Z
VisitBusanContent:food:1805:ko,food,1805,ko,대성칼치찌개구이,기장군 기장읍 대변2길 9,051-721-2289,35.22375,129.23132,11:00-20:30,연중무휴,,"갈치찌개 1인분, 갈치구이 1인분",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1805&lang_cd=ko,2026-07-24T07:13:33.092Z
VisitBusanContent:food:1804:ko,food,1804,ko,고향연화,기장군 기장읍 연화길 33-8,051-724-9005,35.21732,129.22461,월-금 11:30-15:00 / 17:30-20:30 (19:45 라스트오더) 토-일 11:00-15:30 / 17:10-20:30 (19:45 라스트오더),매주 수요일,,"B SET, C SET",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1804&lang_cd=ko,2026-07-24T07:13:33.785Z
VisitBusanContent:food:1803:ko,food,1803,ko,카페호밀,금정구 금샘로 34,0507-1337-0234,35.22877,129.07726,수-토 10:30-18:00 일 10:30-17:00,"월,화요일 휴무",,"소금빵, 잠봉뵈르샌드위치",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1803&lang_cd=ko,2026-07-24T07:13:34.533Z
VisitBusanContent:food:1802:ko,food,1802,ko,토북베이커리,강서구 낙동남로 526-1 토북베이커리카페,0507-1371-0250,35.11187,128.87785,10:00-22:00 연중무휴 (21:40 라스트오더),설날 당일 휴무,,"시그니처 토끼거북이 커피(브루잉 아메리카노), 소금빵 2개",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1802&lang_cd=ko,2026-07-24T07:13:35.233Z
VisitBusanContent:food:1538:ko,food,1538,ko,맹여사육전육회,사상구 광장로81번길 79 2층,0507-1372-5203,35.165836,128.9835,16:00-00:30 (23:00 라스트오더),일요일 휴무,,"육회, 육전",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1538&lang_cd=ko,2026-07-24T07:13:35.927Z
VisitBusanContent:food:1537:ko,food,1537,ko,돌솥밥집,중구 광복로 37번길 7-1,051-246-3888,35.099976,129.02908,11:00-15:00 / 16:30-20:00 (19:00 라스트오더),일요일 휴무,,"순두부찌개 돌솥비빔밥, 된장찌개 돌솥비빔밥",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1537&lang_cd=ko,2026-07-24T07:13:36.704Z
VisitBusanContent:food:1536:ko,food,1536,ko,88돼지갈비,동구 고관로 101-1,051-468-3065,35.128063,129.04562,12:00-22:30,연중무휴,,양념돼지목살,,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1536&lang_cd=ko,2026-07-24T07:13:37.461Z
VisitBusanContent:food:1535:ko,food,1535,ko,본 고갈비,동래구 충렬대로 272번길 2,0507-1327-5892,35.20054,129.08878,08:00-21:30 (20:30 라스트오더),명절 휴무,,"고갈비, 한우 불고기",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1535&lang_cd=ko,2026-07-24T07:13:38.204Z
VisitBusanContent:food:1534:ko,food,1534,ko,부다면옥,해운대구 중동1로 36 2층,051-746-8872,35.162384,129.16298,11:00-20:00 (19:30 라스트오더),월요일 휴무,,"순 메밀 냉면 ￦12,000 맛보기 한우 수육 ￦20,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1534&lang_cd=ko,2026-07-24T07:13:38.919Z
VisitBusanContent:food:1533:ko,food,1533,ko,나탄약선요리,부산진구 성지곡로 51번길 4,051-504-7733,35.18711,129.04843,평일 11:30–15:00 / 17:00-22:00 (21:00 라스트오더) 주말 11:30~22:00 (21:00 라스트오더),비정기휴무,,"아름다울“나”, 너그러울“탄”",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1533&lang_cd=ko,2026-07-24T07:13:39.688Z
VisitBusanContent:food:1531:ko,food,1531,ko,할매집회국수,중구 남포길 25-3,051-246-4741,35.09885,129.03146,10:30-19:00,"2, 4주 화요일 휴무",,"회비빔국수, 회비빔밥",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1531&lang_cd=ko,2026-07-24T07:13:40.448Z
VisitBusanContent:food:1530:ko,food,1530,ko,조광심민속왕순대,동래구 반송로 223,051-527-3927,35.20074,129.09787,04:00-21:00,월요일 휴무,,"막창 피순대 ￦25,000 / 35,000 술국 ￦12,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1530&lang_cd=ko,2026-07-24T07:13:41.171Z
VisitBusanContent:food:1529:ko,food,1529,ko,몽뜰,동래구 중앙대로 1381번길 33,0507-1482-6022,35.210857,129.07614,11:30-22:20 (21:30 라스트오더),연중무휴,,"육회 비빔밥, 차돌 된장찌개",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1529&lang_cd=ko,2026-07-24T07:13:41.859Z
VisitBusanContent:food:1528:ko,food,1528,ko,우성삼계탕,수영구 광서로10번길 68,051-751-2984,35.16719,129.11409,11:00-20:00,일요일 휴무,,"삼계탕, 똥집 추가",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1528&lang_cd=ko,2026-07-24T07:13:42.587Z
VisitBusanContent:food:1527:ko,food,1527,ko,이가네떡볶이,중구 부평1길 48,051-245-0413,35.10156,129.02602,10:00-17:00,일요일 휴무,,"떡볶이 1인분, 떡튀 1인분",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1527&lang_cd=ko,2026-07-24T07:13:43.284Z
VisitBusanContent:food:1526:ko,food,1526,ko,이가네칼국수,사상구 광장로 27,051-322-8131,35.163177,128.97974,11:00-21:00,명절 휴무,,"손칼국수, 왕만두",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1526&lang_cd=ko,2026-07-24T07:13:44.014Z
VisitBusanContent:food:1525:ko,food,1525,ko,장안집,기장군 장안읍 장안로 365,051-727-1819,35.369785,129.24432,11:00-20:30,화요일 휴무,,"오리불고기, 오리백숙",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1525&lang_cd=ko,2026-07-24T07:13:44.711Z
VisitBusanContent:food:1524:ko,food,1524,ko,하기연진주냉면,사하구 괴정로 34,051-207-6555,35.102787,128.9677,10:30-19:30,일요일 휴무,,"물비빔냉면 ￦12,000 소육전 ￦24,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1524&lang_cd=ko,2026-07-24T07:13:45.469Z
VisitBusanContent:food:1523:ko,food,1523,ko,삼락하동재첩국,사상구 낙동대로1518번길 33,051-301-7200,35.19344,128.98584,05:00-21:30,연중무휴,,"재첩국 정식 ￦8,000 재접회 ￦10,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1523&lang_cd=ko,2026-07-24T07:13:46.184Z
VisitBusanContent:food:1522:ko,food,1522,ko,원조꼬리곰집,동래구 온천장로 52,0507-1379-1134,35.216038,129.08095,08:30-21:30 (20:50 라스트오더),"월요일, 명절 휴무",,"한우 꼬리수육, 꼬리탕",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1522&lang_cd=ko,2026-07-24T07:13:46.877Z
VisitBusanContent:food:1521:ko,food,1521,ko,박해윤통영해물밥상,동래구 연안로 38,051-525-0120,35.191082,129.10825,월-금 11:00-22:00 토-일 11:00-15:00 / 16:00-22:00 (21:00 라스트오더),명절 휴무,,"해물밥상, 보리굴비밥상",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1521&lang_cd=ko,2026-07-24T07:13:47.617Z
VisitBusanContent:food:1520:ko,food,1520,ko,동래할매파전,동래구 명륜로 94번길 43-10,051-552-0792,35.204575,129.08385,11:30-15:00 / 17:00-21:30,월요일 휴무,,"동래할매파전 ￦28,000 / 40,000 동래고동찜 ￦30,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1520&lang_cd=ko,2026-07-24T07:13:48.312Z
VisitBusanContent:food:1519:ko,food,1519,ko,할매재첩국부산본점,수영구 광남로120번길 8,0507-1400-7658,35.151875,129.11638,06:00-21:00,명절 휴무,,"재첩정식, 재첩덮밥",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1519&lang_cd=ko,2026-07-24T07:13:49.002Z
VisitBusanContent:food:1518:ko,food,1518,ko,해물왕창칼국수,사상구 사상로 316,0507-1357-2579,35.1727,128.98376,11:00-21:00,"월요일, 명절 휴무",,"해물왕창칼국수(2인부터 주문) ￦12,000 육전물밀면 ￦8,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1518&lang_cd=ko,2026-07-24T07:13:49.711Z
VisitBusanContent:food:1517:ko,food,1517,ko,행복을 짓는 수향촌밥상,사하구 다대로 592,051-266-4726,35.053585,128.97047,09:00-16:00/16:30-22:00,명절 휴무,,"추어탕, 갈비탕",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1517&lang_cd=ko,2026-07-24T07:13:50.472Z
VisitBusanContent:food:1516:ko,food,1516,ko,부광돼지국밥,중구 대청로 141번길 15-1,051-466-1708,35.104244,129.03506,09:30-19:30,"일요일, 명절 휴무",,"돼지국밥 ￦10,000 수육 ￦30,000 / 35,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1516&lang_cd=ko,2026-07-24T07:13:51.137Z
VisitBusanContent:food:1515:ko,food,1515,ko,수복돼지국밥,연제구 고분로 41-1 2층,051-866-3349,35.1859,129.0869,08:00-21:50 (21:20 라스트오더),연중무휴,,"수육백반, 돼지국밥",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1515&lang_cd=ko,2026-07-24T07:13:51.869Z
VisitBusanContent:food:1513:ko,food,1513,ko,우리돼지국밥,동구 초량로 27-1,051-468-5623,35.11995,129.03925,24시간,연중무휴,,"돼지국밥, 모듬수육",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1513&lang_cd=ko,2026-07-24T07:13:52.593Z
VisitBusanContent:food:1512:ko,food,1512,ko,정짓간 돼지국밥 & 막국수,사하구 비봉로 6 1층,0507-1411-2900,35.095695,128.96248,월 00:00-24:00 화 00:00-23:50 수 06:00-24:00 목 00:00-24:00 금 00:00-24:00 토 00:00-24:00 일 00:00-24:00,명절 휴무,,"돼지국밥, 막국수",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1512&lang_cd=ko,2026-07-24T07:13:53.393Z
VisitBusanContent:food:1511:ko,food,1511,ko,합천국밥집,남구 용호로 235,051-628-4898,35.111244,129.11125,09:00-14:00 / 14:30-20:00,명절 휴무,,"돼지국밥 ￦12,000 수육 ￦40,000 / 45,000",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1511&lang_cd=ko,2026-07-24T07:13:54.100Z
VisitBusanContent:food:1510:ko,food,1510,ko,대연밀면,남구 천제등로 55(1층),0507-1355-6120,35.13132,129.08981,11:00-17:00 (16:50 라스트오더),화요일 휴무,,"비빔밀면, 들깨칼국수",,마이페이지,true,ok,image_url,https://www.visitbusan.net/kr/index.do?menuCd=DOM_000000201002001000&uc_seq=1510&lang_cd=ko,2026-07-24T07:13:54.823Z
